,0
0,-12536.415851044934
1,1385.405591913266
2,1383.5963757964782
3,2755.5498197446577
4,5681.359736180399
5,5661.898934659781
6,1283.5567768181209
7,-604.7901494733524
8,-8647.060431333026
9,5348.866245617624
10,-2099.7743659573607
11,-944.0190817208495
12,-5253.8857653727755
13,10105.911154482514
14,13762.797745980322
15,6329.27663166821
16,-1384.6284444381017
17,292.9843852519989
18,926.9140607248992
19,-11.010799098294228
20,-872.5637043695897
21,3884.0598285729066
22,2285.9447493462358
23,-1120.6367026499938
24,-2494.625111251604
25,-11828.502405642299
26,1281.0074771600775
27,8447.785308309365
28,-551.1691886053886
29,2975.1673127841204
30,-16534.32566851587
31,-6129.75414648396
32,4911.20684583718
33,11559.109306637896
34,-5014.07883671741
35,-301.1813954387326
36,3615.9168454646133
37,3254.9832823472098
38,-998.5223431494087
39,1009.0616784859449
40,5921.416556005366
41,4377.938759708544
42,-8752.161579478532
43,3289.2615666387137
44,534.9546057356056
45,767.1475357613526
46,12520.769198259804
47,-956.7264659807552
48,2840.1944877614733
49,-2194.545372163877
50,1591.801986236591
51,1617.7773849645164
52,2041.0966520160437
53,4650.218399371486
54,-2491.9327767486684
55,-924.2340861051343
56,-8251.40807701135
57,-4012.8587880705018
58,4472.795991515974
59,10311.049477386754
60,1753.1996326446533
61,5528.706422576914
