,0
0,-327.6831284915097
1,-117.5455521310214
2,8107.720898520434
3,1537.1789635224268
4,2849.93769665109
5,8155.137303323951
6,-7126.067736339057
7,1392.59655035194
8,-3257.330339845037
9,-124.76298507116735
10,-5621.897166664479
11,1622.8260770894121
12,-674.6440056902356
13,5745.453412217554
14,15686.822906508809
15,234.87901444267482
16,2234.329586509848
17,-5768.479206935968
18,-8111.65902748215
19,28249.4342185508
20,-3653.628537184093
21,14375.597564887721
22,2986.323937684996
23,4536.5409345030785
24,421.84170675300993
25,10606.330809660256
26,3601.589628480142
27,11540.114318974083
28,12962.658739786362
29,7935.0591963091865
30,-1209.0726279793307
31,2174.8717100021895
32,7424.371332355775
33,3151.397456803359
34,-4907.092211148702
35,-2008.6238050898537
36,2456.647016920382
37,-1655.7032325277105
38,26955.58167362213
39,-14528.010044390336
40,3945.9023704193532
41,-4968.8295750694815
42,-1582.2815617278684
43,-5803.2645551527385
44,-898.3629891183227
45,1390.0673705297522
46,707.4763535957318
47,1181.2428779096808
48,6766.764580927091
49,767.2586077509914
50,-5684.206676639384
51,5029.801349066198
52,-22061.92385600065
53,-590.6350524339359
54,582.3891140550841
55,550.7380649764091
56,-1799.6413352019154
57,18114.189065028448
58,-1758.3903622440994
59,3556.538846339332
60,-6026.592706626281
61,-2828.5545966832433
