,0
0,1653390.8649937247
1,1652921.730103659
2,1652815.0263017297
3,1652815.0263017297
4,1652815.0263017297
5,1652815.0263017297
6,1652815.0263017297
7,1652815.0263017297
8,1652815.0263017297
9,1652815.0263017297
10,1652815.0263017297
11,1652815.0263017297
12,1652815.0263017297
13,1652815.0263017297
14,1652815.0263017297
15,1652815.0263017297
16,1652815.0263017297
17,1652815.0263017297
18,1652815.0263017297
19,1652815.0263017297
20,1652815.0263017297
21,1652815.0263017297
22,1652815.0263017297
23,1652815.0263017297
24,1652815.0263017297
25,1652815.0263017297
26,1652815.0263017297
27,1652815.0263017297
28,1652815.0263017297
29,1652815.0263017297
30,1652815.0263017297
31,1652815.0263017297
32,1652815.0263017297
33,1652815.0263017297
34,1652815.0263017297
35,1652815.0263017297
36,1652815.0263017297
37,1652124.6800533754
38,1653791.4384942062
39,1653571.6612148138
40,1653571.6612148138
41,1653571.6612148138
42,1657869.9615913024
43,1657758.3638476762
44,1657758.3638476762
45,1657758.3638476762
46,1657758.3638476762
47,1657758.3638476762
48,1657758.3638476762
49,1657758.3638476762
50,1657758.3638476762
51,1657758.3638476762
52,1657758.3638476762
53,1657758.3638476762
54,1657758.3638476762
55,1657758.3638476762
56,1657758.3638476762
57,1657758.3638476762
58,1657758.3638476762
59,1657758.3638476762
60,1657758.3638476762
61,1657758.3638476762
62,1657758.3638476762
