,0
0,477.8539230125025
1,3852.901284276508
2,2103.7447277889587
3,-3883.1282175376546
4,4614.9913690921385
5,2325.2324284240603
6,242.0218278230168
7,352.22252731444314
8,2992.6181797948666
9,-2755.316081478726
10,264.5016603427939
11,-1598.4584822668694
12,8664.899736265186
13,7071.838503223378
14,2143.8184368005022
15,-3991.1034869803116
16,-4313.49099170533
17,4744.26464415458
18,-4671.701653163182
19,-1203.2218721820973
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,-681.4330405616201
35,336.11697220569476
36,1832.3709843214601
37,-358.810678598471
38,144.42910488671623
39,-2172.2780613480136
40,-432.9978236411698
41,0.0
42,-372.18014467018656
43,349.2816811706871
44,-1228.2862596081104
45,-939.4948105223011
46,2356.4136108986568
47,-484.8177304617129
48,0.0
49,0.0
50,0.0
51,451.08309732889757
52,-156.64013964519836
53,1412.6120066607837
54,475.21782525395975
55,-707.5188441353384
56,-623.9074753441382
57,-3018.7046072410885
58,1480.3941748251673
59,-677.1616841903888
60,0.0
61,0.0
