,0
0,5537.313327405835
1,-321.9385950039141
2,13726.797630760819
3,4419.904980289051
4,9875.400542055024
5,610.4031767803244
6,11010.24532058835
7,650.485899065854
8,-977.0476964975242
9,-323.24479212099686
10,1607.2006920080166
11,-4738.244744268246
12,1375.2077224652749
13,-5927.37691287999
14,1577.0943988310173
15,5717.225059808698
16,-5819.3898440140765
17,525.5405340937432
18,-3799.021004767157
19,-4731.5883097958285
20,3452.132769562071
21,-2039.4891477359924
22,16262.067332770908
23,-726.5844665085897
24,-1488.2842277584132
25,-1960.1356034709606
26,8629.271402180195
27,-2381.8050408386625
28,4935.978456316283
29,-3841.190109601477
30,2292.0022262432612
31,-470.68524510855787
32,352.2741480253171
33,-374.807355589699
34,833.468358543003
35,-3608.4592787791044
36,-2215.7017591285985
37,-2505.8296085977927
38,6805.8039795900695
39,-4681.3514811182395
40,-4659.1510983754415
41,1355.681239111349
42,5138.740830981871
43,3371.5444247913547
44,-1449.792237575166
45,-1516.6689323594328
46,-25013.107412810205
47,12939.684908797964
48,-13917.854900095612
49,-3355.1463138654362
50,7661.349687235197
51,-5449.217713360209
52,2242.6364608439617
53,2406.475504893344
54,14798.11850303621
55,6491.50475051417
56,-6815.360910024494
57,-11786.023972994648
58,7293.535709458869
59,6093.208975751651
60,-11121.847087516682
61,8848.126643700525
